Nr projektu;Lokalizacja projektu;Nazwa osiedla;Kategoria projektu;Suma kosztów;Wszystkie opinie;Nazwa projektu
233;ul. Balzaka od ul. Karmelkowej do ul. Balzaka 22 (ok. 140 metrów), droga (brak numeru);Oporów;inne;38137;Tak;Poprawa bezpieczeñstwa mieszkañców Wroc³awia - budowa oœwietlenia ulicznego przy ul. Balzaka od ul. Karmelkowej do ul. Balzaka numer 22
234;Po³udnie, AR_8, 90/8;Przedmieœcie O³awskie;rewitalizacja;343820;Tak;Rewitalizacja po³udniowo-zachodniego naro¿nika skrzy¿owania ulic Koœciuszki i Pu³askiego
235;"Ksiê¿e Ma³e
AR_1, 2
AR_1, 9/2
AR_5, 38
AR_6, 8/1";Ksiê¿e;inne;150000;Nie;Przyjazne przystanki dla mieszkañców Ksiê¿a
236;Las Osobowicki, poniemiecka strzelnica w zarz¹dzie Zieleni Miejskiej Wroc³awia;Osobowice - Rêdzin;sport;65600;Tak;Uporz¹dkowanie i zabezpieczenie terenu do rekreacyjnych sportów strzeleckich (³ucznictwo, broñ pneumatyczna) w Lesie Osobowickim 
237;Park przy ulicy  Starodêbowej i Przedwioœnie, AM-19 dzia³ka 9/2;Paw³owice;zieleñ/rekreacja;130000;Tak;Budowa œcie¿ek wraz z oœwietleniem w parku paw³owickim przy ulicy Starodêbowej i Przedwioœnie
238;Ulica jeziorowa Paw³owice, AR_19, 74;Paw³owice;zieleñ/rekreacja;130000;Nie;Budowa amfiteatru przy jeziorze paw³owickim
239;¯erniki, AR_30, 39;¯erniki ;zieleñ/rekreacja;150000;Tak;Oczyszczenie stawu przeciwpo¿arowego
240;"Po³udnie AR_21, 7/5
Na Niskich £¹kach";Przedmieœcie O³awskie;zieleñ/rekreacja;145000;Nie;Rewitalizacja parku Na Niskich £¹kach - terenu po dawnym k¹pielisku. Uporz¹dkowanie terenu.
241;"Leœnica, AR_9, 13/6 ; Stab³owice AR_27 3/1 i Stab³owice AR_27 3/2";Leœnica;inne;191000;Tak;Oœwietlenie Parku Leœnickiego
242;Dzia³ka nr 40 obrêb Osobowice - teren leœno – parkowy przy ul. Lipskiej (po przeciwnej stronie numerów ul. Lipska 1-7);Osobowice - Rêdzin;zieleñ/rekreacja;292000;Tak;Radosne zabawy i spacery wœród drzew na Osobowicach. Leœny tor przeszkód.
243;TERENY PRZY TORACH KOLEJOWYCH KRZYKI GAJ;Gaj, Krzyki-Partynice, Wojszyce;piesze/rowerowe;1959200;Tak;OBWODNICA ROWEROWA WROC£AWIA – ETAP PIERWSZY – KRZYKI – GAJ. INFRASTRUKTURA WOKÓ£ SZKO£Y PODSTAWOWEJ PRZY UL. K£ODZKIEJ (GAJ – WOJSZYCE) - ROLKOSTRADA
244;"Dz. nr 45, AM-13, Obrêb Brochów (ul. Tunelowa); 
Dz. nr 23 i 9 , AM-13, Obrêb Brochów (ul. Malinowskiego)";Jagodno;drogowe;172000;Tak;Wykonanie nawierzchni z kostki betonowej oraz oœwietlenia na ul. Tunelowej i utwardzenia ul. Malinowskiego na osiedlu Jagodno.
245;obrêb Swojczyce, AM 20: 11/3 i 12/11, AM 21:29/1 i 45/2 i  52/4 i 52/6 i 52/9;Strachocin-Swojczyce-Wojnów;piesze/rowerowe;133500;Tak;"chodniki dla pieszych - po³¹czenie ""starych"" i ""nowych"" Swojczyc"
246;Pilczyce/ Maœlice, ulica Królewiecka pomiêdzy rondem przy stadionie a skrzy¿owaniem z ulic¹ G³ówn¹ i Maœlick¹;Maœlice;piesze/rowerowe;149000;Tak;Wymiana nawierzchni œcie¿ki rowerowej przy ulicy Królewieckiej
247;Miasto Wroc³aw, Obrêb : 66-Widawa;Widawa;inne;100000;Tak;Infrastruktura drogowa - oœwietlenie ulicy Grawerskiej od nr 20-28
248;Stab³owice, AR-17, dzia³ka 56/4;Leœnica;piesze/rowerowe;145400;Tak;Ci¹g pieszy wzd³u¿ Promenady Stab³owickiej
249;Przejœcia dla pieszych przy ulicy Królewieckiej obok skrzy¿owania z ulic¹ Warmiñsk¹ oraz przejœcie dla pieszych przy ulicy Królewieckiej obok AOW, gdzie tak¿e przechodzi droga rowerowa.;Maœlice;piesze/rowerowe;72400;Tak;Monta¿ oœwietlenia na przejœciach dla pieszych oraz drodze rowerowej
250;Stab³owice, AR-25, dzia³ki 2/7 i 2/8;Leœnica;piesze/rowerowe;56800;Tak;Skrót z ul. Wojanowskiej do ul. Boguszowskiej - nie chodŸmy na tramwaj po b³ocie
251;Stab³owice, AR-25, dzia³ki 2/8 i 35/3;Leœnica;piesze/rowerowe;72800;Tak;Remont i budowa chodnika na ulicy Starogajowej na wysokoœci szko³y i skrzy¿owania z ulic¹ Boguszowsk¹
252;Koniñska/Bia³odrzewna, ¯erniki, AR_11, 15/2;Leœnica;zieleñ/rekreacja;20500;Nie;Miejsce u¿ytecznoœci publicznej
253;ul. Rumiankowa 33, ul. Kiemliczów 20, ul. Kiemliczów 11;¯erniki ;drogowe;50000;Tak;Budowa miejsc parkingowych na ulicy Rumiankowej naprzeciwko SP nr 27
254;dz.nr 18 (ul. Skarbowców), 27 (ul. Krzycka) obrêb Krzyki;Krzyki-Partynice;piesze/rowerowe;98000;Tak;Bezpieczna droga do szko³y- wyniesione przejœcie dla pieszych przez ul. Krzyck¹,  zwalniaj¹ce progi sinusoidalne na ul. Zefirowej
255;Wroc³aw, ulica Rybnicka;Ksiê¿e;drogowe;146600;Tak;Rybnicka - budowa chodników i parkingów
256;Ul. Œwi¹tnicka Wroc³aw;Ksiê¿e;drogowe;387200;Tak;Ulica Œwi¹tnicka poszerzenie i miejsca parkingowe
257;"Ulica Czerniawska we Wroc³awiu na ca³ej d³ugoœci od ul. Stroñskiej do ul. Wandy Rutkiewicz. 
Dzia³ka: Obrêb Gaj AR_15 144, 64/2, 59/2";Gaj;drogowe;612000;Tak;Przebudowa jezdni ulicy Czerniawskiej, budowa  progów zwalniaj¹cych i oœwietlenia ulicznego w ci¹gu ulicy Czerniawskiej
258;Teren zieleni miejskiej znajduj¹cy siê przy Królewieckiej w s¹siedztwie stawów(45920m2), dzia³ki nr: AR_15.8, AR_15.30/3,AR_19.10/2, AR_19.12/2,AR_19.9/2,AR_19.8,AR_19.7,AR_19.6,AR_19.5,AR_19.4. ;Maœlice;zieleñ/rekreacja;366000;Nie;Stworzenie przestrzeni dla mieszkañców Maœlic do aktywnego wypoczynku nad stawami Królewieckimi/strefa aktywnego pla¿owicza: boisko do siatki pla¿owej, bulodrom, le¿aki, pomost
259;Wroc³aw ul.Skibowa 2-2d - obrêb Wojszyce AM5 dzia³ki: 129/4, 130/3, 131/1, 132/1, 133;Wojszyce;zieleñ/rekreacja;69190;Tak;zewnêtrzna si³ownia 
260;Podwórze pomiêdzy Al. Kromera, ul. Bydgoska, ul. £¹ka Mazurska ;Kar³owice-Ró¿anka;rewitalizacja;448000;Nie;Rewitalizacja placów zabaw i terenów zielonych w podwórzu miêdzyblokowym 
261;Ulica Orla - skrzy¿owanie z ul. Sêpi¹, Borek, AR_6, 14;Borek;piesze/rowerowe;12000;Tak;Zwiêkszenie bezpieczeñstwa dzieci na przejœciu dla pieszych przy przedszkolach na ulicy Orlej
262;ul. Rychtalska, Plac Grunwaldzki, AR_10, 1;Kleczków, O³bin;piesze/rowerowe;25000;Tak;Wymiana nawierzchni chodnika w ci¹gu Rychtalskiej wraz z instalacj¹ oœwietlenia pod wiaduktem kolejowym
263;Obrêb Plac Grunwaldzki AM-15 jako dzia³ki nr 107/4 i106/18 o ³¹cznej powierzchni 0,4857 ha;O³bin;edukacja;148000;Tak;"Modernizacja placu zabaw wraz z ogrodzeniem Przedszkola Nr 74 ""Ma³y Piekarczyk"" we Wroc³awiu "
264;Skrzy¿owanie ul. Sokolej i Rac³awickiej, przy sklepie spo¿ywczym Sokó³, Borek, AR_6, 1/3.;Borek;piesze/rowerowe;10000;Tak;Uniemo¿liwienie parkowania na przejœciu dla pieszych przez ulicê Sokol¹.
265;ul. Armii Ludowej we Wroc³awiu droga wojewódzka nr 452;Psie Pole-Zawidawie;piesze/rowerowe;30000;Tak;Droga ³¹cznikowa - DDR do przejazdu kolejowego
266;Ulica Jastrzêbia na ca³ej d³ugoœci, strona po³udniowa, Borek, AR_1, 24;Borek;zieleñ/rekreacja;16000;Tak;Nasadzenie krzewów ozdobnych wzd³u¿ ulicy Jastrzêbiej
267;Skrzy¿owanie ulic Rac³awickiej i Jastrzêbiej, Borek, AR_1, 62;Borek;piesze/rowerowe;22000;Tak;Poprawa wygody u¿ytkowania przejœæ dla pieszych przy skrzy¿owaniu Rac³awickiej i Sokolej
268;Dzia³ka nr 57 miêdzy ulicami gen. J. Hallera, Wolbromsk¹, Rac³awick¹ a siêgaczem J. Hallera, Obrêb Borek, AR_1, 57;Borek;zieleñ/rekreacja;0;Nie;Park Zabaw i Rekreacji
269;ulica Widok - Stare Miasto, AR_37, 67/2;Stare Miasto;piesze/rowerowe;25000;Nie;Rowerowy Wroc³aw II - pasy rowerowe na ulicy Widok
270;D³ugosza 34-68, dzia³ki nr 5 i 9, AM 19;Kar³owice-Ró¿anka;piesze/rowerowe;120000;Tak;Modernizacja chodnika wzd³u¿ ul. D³ugosza pomiêdzy ulicami Boya-¯eleñskiego a Czajkowskiego przy nieruchomoœciach D³ugosza 34 - 68
